500;6;63.2;67.2;59.0;2.5;37.6;14.2
500;6;62.6;67.7;67.7;6.4;22.0;29.8
500;6;65.7;70.6;61.0;33.7;18.1;41.5
500;6;67.9;73.6;73.6;41.5;18.1;41.5
500;6;77.8;81.3;71.1;22.0;6.4;37.6
500;6;75.8;77.3;64.9;22.0;33.7;10.3
500;6;67.6;68.2;67.6;10.3;29.8;18.1
500;6;73.1;71.9;59.8;18.1;14.2;29.8
500;6;65.2;63.9;68.1;14.2;18.1;2.5
500;6;53.3;52.1;65.7;14.2;25.9;22.0
500;6;66.2;65.8;72.2;10.3;25.9;22.0
500;6;81.3;80.7;83.3;22.0;22.0;29.8
500;6;70.9;68.6;70.1;18.1;25.9;25.9
500;6;56.3;55.8;81.8;33.7;18.1;33.7
500;6;78.3;78.7;92.0;14.2;22.0;33.7
500;6;46.9;32.7;10.5;10.3;6.4;33.7
500;6;43.1;33.7;24.7;10.3;25.9;22.0
500;6;49.8;47.4;32.5;2.5;10.3;14.2
500;6;41.9;39.4;31.7;14.2;10.3;18.1
500;6;27.5;26.3;51.3;6.4;25.9;33.7
500;6;18.1;18.2;66.3;10.3;10.3;33.7
500;6;17.6;20.7;74.6;6.4;6.4;18.1
500;6;22.9;27.9;74.1;14.2;14.2;29.8
500;6;14.3;17.0;78.0;18.1;18.1;22.0
500;6;16.8;21.7;84.4;14.2;14.2;29.8
500;6;27.2;35.6;85.0;18.1;14.2;22.0
500;6;28.6;37.1;87.2;10.3;6.4;22.0
500;6;29.9;36.5;86.7;14.2;2.5;22.0
500;6;28.9;33.0;93.2;2.5;18.1;33.7
500;6;47.9;57.0;100.0;10.3;14.2;29.8
500;6;80.0;94.7;95.7;6.4;14.2;37.6
500;6;93.4;99.0;81.4;6.4;22.0;33.7
500;6;94.8;88.9;41.8;22.0;10.3;37.6
500;6;98.9;94.4;6.6;14.2;25.9;18.1
500;6;100.0;100.0;1.7;2.5;18.1;22.0
500;6;88.8;85.1;6.2;10.3;14.2;22.0
500;6;75.3;66.3;13.0;14.2;6.4;33.7
500;6;77.2;73.1;15.9;10.3;14.2;29.8
500;6;72.7;69.4;19.6;10.3;22.0;22.0
500;6;68.6;66.8;24.9;10.3;6.4;37.6
500;6;73.7;79.2;27.9;10.3;18.1;25.9
500;6;79.0;90.6;32.0;18.1;14.2;29.8
500;6;2.2;0.2;36.7;14.2;22.0;41.5
500;6;0.0;0.0;34.0;14.2;14.2;2.5
500;6;1.6;5.7;46.5;10.3;18.1;18.1
500;6;38.1;45.7;61.3;18.1;29.8;29.8
500;6;73.5;81.4;62.0;14.2;10.3;49.3
500;6;74.6;79.9;61.8;10.3;22.0;33.7
500;6;78.5;80.7;54.1;22.0;22.0;22.0
500;6;86.7;88.0;50.7;14.2;14.2;22.0
500;6;80.0;78.9;39.9;10.3;14.2;22.0
500;6;53.7;50.4;28.0;14.2;29.8;25.9
500;6;37.7;35.0;32.9;22.0;22.0;18.1
500;6;42.8;42.2;36.9;10.3;25.9;25.9
500;6;41.8;42.4;47.3;22.0;25.9;33.7
500;6;56.3;56.6;55.2;10.3;14.2;14.2
500;6;70.2;69.3;53.7;22.0;22.0;29.8
500;6;65.4;63.1;54.6;10.3;22.0;29.8
500;6;66.0;63.4;49.3;22.0;2.5;22.0
500;6;57.9;54.8;50.8;10.3;14.2;22.0
500;6;60.6;57.3;54.3;18.1;22.0;29.8
500;6;64.3;61.4;54.2;14.2;29.8;22.0
500;6;63.4;60.8;60.7;10.3;33.7;45.4
500;6;71.7;70.1;61.7;18.1;29.8;29.8
500;6;69.0;67.9;68.5;14.2;14.2;29.8
500;6;73.6;73.5;75.3;2.5;25.9;22.0
500;6;77.2;78.2;77.7;14.2;22.0;25.9
500;6;76.1;77.6;86.0;14.2;25.9;41.5
500;6;86.5;89.3;89.5;10.3;2.5;41.5
500;6;19.9;23.0;48.6;6.4;29.8;10.3
500;6;16.7;20.3;54.4;18.1;22.0;18.1
500;6;19.9;23.9;58.3;18.1;33.7;18.1
500;6;19.8;23.8;64.5;18.1;18.1;22.0
500;6;23.3;27.1;66.9;6.4;18.1;18.1
500;6;25.7;28.8;70.6;14.2;22.0;6.4
500;6;29.0;30.8;73.2;10.3;22.0;25.9
500;6;39.5;41.2;76.1;18.1;25.9;14.2
500;6;55.5;58.4;86.4;2.5;25.9;14.2
500;6;78.0;81.8;92.3;14.2;18.1;2.5
500;6;98.1;100.0;83.9;10.3;18.1;22.0
500;6;100.0;95.7;43.6;14.2;14.2;22.0
500;6;90.2;81.9;3.6;18.1;14.2;10.3
